uid,side,event,trial,cut_mean,cut_max,cut_min,cut_std,cut_var,speed_mean,speed_max,speed_min,speed_std,speed_var,space_mean,space_max,space_min,gender,age,height,weight,fre_side,VR_exp,game_fre,sport_fre,difficulty,enjoyment,fatigue,personality,familiarity
58,right,4,3,0.7164794216365924,2.1390780275599584,0.10009967675098247,0.45099411898347713,0.2033956953576827,1.982690684572459,4.183070430901272,0.9373490994264976,0.7158672845600997,0.5124659691034509,0.36884174551222243,0.7416872656315463,0.06403124237432849,2,25,160,60,2,1,1,1,3,4,1,1,1
59,left,1,1,0.4485658029247575,1.1997357837570473,0.1048528137423857,0.2662095519624303,0.07086752555603788,1.652457298551967,2.9898667651544817,0.9375447592216564,0.4800743835390665,0.23047141373041471,0.37104946870623534,0.5412023651093923,0.1838477631085024,2,23,166,60,2,1,2,1,2,4,1,2,1
59,right,1,1,0.48627543810806884,1.1606316186054515,0.10708203932499373,0.25931689139708936,0.06724525016384983,1.642710900088766,2.6944298693578057,0.8732602519956605,0.4668672892085783,0.21796506573296626,0.37104946870623534,0.5412023651093923,0.1838477631085024,2,23,166,60,2,1,2,1,2,4,1,2,1
59,left,1,2,0.5697892361638279,1.542126701917259,0.10828427124746172,0.32808312903607184,0.10763853955809975,1.7745592799690695,2.7524890753791182,0.8949113326236507,0.5201643208366825,0.27057092067148714,0.39421533654550645,0.5968249324550711,0.15811388300841894,2,23,166,60,2,1,2,1,2,4,1,2,1
59,right,1,2,0.5274016396931619,1.5015548088342867,0.10210759472187957,0.3171698006406042,0.10059668243840059,1.747506217292505,2.7759489486621516,0.9196278254943948,0.5125440910710433,0.2627014452918419,0.39421533654550645,0.5968249324550711,0.15811388300841894,2,23,166,60,2,1,2,1,2,4,1,2,1
59,left,1,3,0.700463817263119,1.7451229111041362,0.1138890505706124,0.4349842138018404,0.1892112662568052,1.9895074855099326,3.188574051333081,0.964053238650662,0.586946732592484,0.3445064669009929,0.3998533705291173,0.5930430001273095,0.17029386365926402,2,23,166,60,2,1,2,1,2,4,1,2,1
59,right,1,3,0.5916653391334769,1.6261202294558317,0.1041421356237309,0.3580627962483392,0.12820896605717969,1.8270533007033618,3.3019274731679342,0.8536240624895975,0.6145874283479723,0.37771770708337393,0.3998533705291173,0.5930430001273095,0.17029386365926402,2,23,166,60,2,1,2,1,2,4,1,2,1
59,left,2,1,0.5153298906543817,1.0469018863752555,0.13206120097804885,0.23276952652138008,0.05418165247698746,1.6404151101794493,3.0574383320249865,0.9125079037707468,0.40835890971116345,0.16675699914049016,0.36927968266090155,0.5412023651093923,0.19235384061671346,2,23,166,60,2,1,2,1,2,4,1,2,1
59,right,2,1,0.42467086666391957,0.9784516073020778,0.10277916867529352,0.2271271427001854,0.05158673895115039,1.4596177366926493,2.6152406816857923,0.8536240624895982,0.351654153166329,0.12366064343912796,0.36927968266090155,0.5412023651093923,0.19235384061671346,2,23,166,60,2,1,2,1,2,4,1,2,1
59,left,2,2,0.6310421064695457,1.2894330220161034,0.1395741732923816,0.3034023996960968,0.09205301614135006,1.7755297261611245,3.198860079833071,0.9251663649338032,0.4330220488267898,0.18750809477015074,0.38182830851025745,0.5953990258641678,0.15231546211727814,2,23,166,60,2,1,2,1,2,4,1,2,1
59,right,2,2,0.5485559478517434,1.5983572502595074,0.1065685424949238,0.33597446475278764,0.11287884096592216,1.6426286716042084,2.9575899329623403,0.9375361826043336,0.49596882659341457,0.24598507695244853,0.38182830851025745,0.5953990258641678,0.15231546211727814,2,23,166,60,2,1,2,1,2,4,1,2,1
59,left,2,3,0.7643903817287775,1.4726343276227942,0.10618400324941543,0.368379898338775,0.1357037495000862,1.9197628416408232,2.9397182107770448,0.913285564628916,0.4757694752049732,0.2263565935368156,0.38753052181602937,0.5930430001273095,0.16643316977093234,2,23,166,60,2,1,2,1,2,4,1,2,1
